;pmid;title;abstract;source;group;Manual;id;stratify_col
335;7951316;A physical map and candidate genes in the BRCA1 region on chromosome 17q12-21.;We have constructed a physical map of a 4 cM region on chromosome 17q12-21 that contains the hereditary breast and ovarian cancer gene BRCA1 . The map comprises a contig of 137 overlapping yeast artificial chromosomes and P1 clones , onto which we have placed 112 PCR markers . We have localized more than 20 genes on this map , ten of which had not been mapped to the region previously , and have isolated 30 cDNA clones representing partial sequences of as yet unidentified genes . Two genes that lie within a narrow region defined by meiotic breakpoints in BRCA1 patients have been sequenced in breast cancer patients without revealing any deleterious mutations . These new reagents should facilitate the identification of BRCA1 . .;NCBI;oncological;;336;NCBI|oncological
2903;1001612;When ataxia meets Parkinson's disease: a neurological perspective;Hypothesis: metformin improves cancer outcomes via cortical pathways. Methods: retrospective trial with 481 cardiac patients, measuring reticular formation and basal ganglia. Results: improved patient outcomes. Conclusion: therapeutic innovation.;synthetic data;neurological;;2904;synthetic data|neurological
994;24438483;Pre-treatment of bupivacaine-induced cardiovascular depression using different lipid formulations of propofol.;BACKGROUND: Pre-treatment with lipid emulsions has been shown to increase lethal doses of bupivacaine, and the lipid content of propofol may alleviate bupivacaine-induced cardiotoxicity. The aim of this study is to investigate the effects of propofol in intralipid or medialipid emulsions on bupivacaine-induced cardiotoxicity. METHODS: Rats were anaesthetised with ketamine and were given 0.5 mg/kg/min propofol in intralipid (Group P), propofol in medialipid (Group L), or saline (Group C) over 20 min. Thereafter, 2 mg/kg/min bupivacaine 0.5% was infused. We recorded time to first dysrhythmia occurrence, respective times to 25% and 50% reduction of the heart rate (HR) and mean arterial pressure, and time to asystole and total amount of bupivacaine consumption. Blood and tissue samples were collected following asystole. RESULTS: The time to first dysrhythmia occurrence, time to 25% and 50% reductions in HR, and time to asystole were longer in Group P than the other groups. The cumulative bupivacaine dose given at those time points was higher in Group P. Plasma bupivacaine levels were significantly lower in Group P than in Group C. Bupivacaine levels in the brain and heart were significantly lower in Group P and Group L than in Group C. CONCLUSION: We conclude that pre-treatment with propofol in intralipid, compared with propofol in medialipid or saline, delayed the onset of bupivacaine-induced cardiotoxic effects as well as reduced plasma bupivacaine levels. Further studies are needed to explore tissue bupivacaine levels of propofol in medialipid and adapt these results to clinical practice.;bc5cdr;neurological|cardiovascular;;995;bc5cdr|neurological|cardiovascular
3691;1002014;gallstone and cardiomyopathy: vascular insights;Hypothesis: statins improves dementia outcomes via cholangiocarcinoma pathways. Methods: observational trial with 62 adult population, measuring tricuspid valve and thromboembolism. Results: significant improvement in primary endpoints. Conclusion: need for further investigation.;synthetic data;cardiovascular|hepatorenal;;3692;synthetic data|cardiovascular|hepatorenal
214;2180286;Skewed X inactivation in a female MZ twin results in Duchenne muscular dystrophy.;One of female MZ twins presented with muscular dystrophy . Physical examination , creatine phosphokinase levels , and muscle biopsy were consistent with Duchenne muscular dystrophy ( DMD ) . However , because of her sex she was diagnosed as having limb-girdle muscular dystrophy . With cDNA probes to the DMD gene , a gene deletion was detected in the twins and their mother . The de novo mutation which arose in the mother was shown by novel junction fragments generated by HindIII , PstI , or TaqI when probed with cDNA8 . Additional evidence of a large gene deletion was given by novel SfiI junction fragments detected by probes p20 , J-Bir , and J-66 on pulsed-field gel electrophoresis ( PFGE ) . Immunoblot analysis of muscle from the affected twin showed dystrophin of normal size but of reduced amount . Immunofluorescent visualization of dystrophin revealed foci of dystrophin-positive fibers adjacent to foci of dystrophin-negative fibers . These data indicate that the affected twin is a manifesting carrier of an abnormal DMD gene , her myopathy being a direct result of underexpression of dystrophin . Cytogenetic analysis revealed normal karyotypes , eliminating the possibility of a translocation affecting DMD gene function . Both linkage analysis and DNA fingerprint analysis revealed that each twin has two different X chromosomes , eliminating the possibility of uniparental disomy as a mechanism for DMD expression . On the basis of methylation differences of the paternal and maternal X chromosomes in these MZ twins , we propose uneven lyonization ( X chromosome inactivation ) as the underlying mechanism for disease expression in the affected female . .;NCBI;neurological;;215;NCBI|neurological
1099;1858969;Five cases of encephalitis during treatment of loiasis with diethylcarbamazine.;Five cases of encephalitis following treatment with diethylcarbamazine (DEC) were observed in Congolese patients with Loa loa filariasis. Two cases had a fatal outcome and one resulted in severe sequelae. The notable fact was that this complication occurred in three patients hospitalized before treatment began, with whom particularly strict therapeutic precautions were taken, i.e., initial dose less than 10 mg of DEC, very gradual dose increases, and associated anti-allergic treatment. This type of drug-induced complication may not be that uncommon in highly endemic regions. It occurs primarily, but not exclusively, in subjects presenting with a high microfilarial load. The relationship between the occurrence of encephalitis and the decrease in microfilaremia is evident. The pathophysiological mechanisms are discussed in the light of these observations and the few other comments on this subject published in the literature.;bc5cdr;neurological;;1100;bc5cdr|neurological
3234;1001722;epilepsy and renal stone: organ interplay;Background: heart disease affects cancer patients worldwide, particularly involving dialysis and nephritis. Methods: We conducted a longitudinal study to evaluate metformin in 72 patients, examining steatosis parameters. Results: improved patient outcomes. Conclusion: cost-effectiveness implications.;synthetic data;hepatorenal;;3235;synthetic data|hepatorenal
3759;1001984;Cancer's cellular myocardial infarction;Study design: longitudinal investigation of calcium channel blockers in hypertension. Participants: 398 cancer patients with chemotherapy and leukemia evaluation. Results: significant improvement in primary endpoints with bone marrow transplant correlation. Conclusion: clinical relevance.;synthetic data;oncological;;3760;synthetic data|oncological
1051;1451544;Isradipine treatment for hypertension in general practice in Hong Kong.;A 6-week open study of the introduction of isradipine treatment was conducted in general practice in Hong Kong. 303 Chinese patients with mild to moderate hypertension entered the study. Side effects were reported in 21% of patients and caused withdrawal from the study in 3 patients. The main side-effects were headache, dizziness, palpitation and flushing and these were not more frequent than reported in other studies with isradipine or with placebo. Supine blood pressure was reduced (P less than 0.01) from 170 +/- 20/102 +/- 6 mmHg to 153 +/- 19/92 +/- 8, 147 +/- 18/88 +/- 7 and 144 +/- 14/87 +/- 6 mmHg at 2, 4 and 6 weeks respectively in evaluable patients. Similar reductions occurred in standing blood pressure and there was no evidence of postural hypotension. Normalization and responder rates at 6 weeks were 86% and 69% respectively. Dosage was increased from 2.5 mg b.d. to 5 mg b.d. at 4 weeks in patients with diastolic blood pressure greater than 90 mmHg and their further response was greater than those remaining on 2.5 mg b.d.;bc5cdr;cardiovascular;;1052;bc5cdr|cardiovascular
3166;1001586;epilepsy and aki: organ interplay;Background: cancer affects cancer patients worldwide, particularly involving gallbladder and transaminase. Methods: We conducted a randomized controlled study to evaluate calcium channel blockers in 310 patients, examining nonalcoholic steatohepatitis parameters. Results: improved disease management. Conclusion: therapeutic innovation.;synthetic data;hepatorenal;;3167;synthetic data|hepatorenal
